Pais;Categoria;Subcategoria;KPI;Canal;Periodo;Valor;Variacion_vs_PY
Republica Dominicana;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;3.04;
Republica Dominicana;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;1.75;
Republica Dominicana;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;0.44;
Republica Dominicana;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;0.4;
Republica Dominicana;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;100;
Republica Dominicana;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;4.23;
Republica Dominicana;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;1.98;
Republica Dominicana;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;0.54;
Republica Dominicana;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;0.42;
Colombia;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;100;
Colombia;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;3;
Colombia;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;4.8;
Colombia;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;3.5;
Colombia;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;6.2;
Colombia;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;100;
Colombia;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;2.7;
Colombia;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;4.4;
Colombia;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;3.4;
Colombia;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;5.3;
Colombia;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;100;
Colombia;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;2.5;
Colombia;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;0.8;
Colombia;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;0.7;
Colombia;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;0.7;
Colombia;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;100;
Colombia;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;2.3;
Colombia;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;0.9;
Colombia;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;0.6;
Colombia;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;0.6;
Ecuador;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;100;
Ecuador;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;27.9;
Ecuador;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;19.7;
Ecuador;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;37.1;
Ecuador;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;30.2;
Ecuador;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;100;
Ecuador;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;26;
Ecuador;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;16.6;
Ecuador;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;33.4;
Ecuador;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;33.1;
Ecuador;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;100;
Ecuador;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;53.1;
Ecuador;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;23.9;
Ecuador;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;12.5;
Ecuador;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;7.1;
Ecuador;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;100;
Ecuador;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;55.6;
Ecuador;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;22.5;
Ecuador;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;9.3;
Ecuador;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;9;
Peru;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;100;
Peru;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;5;
Peru;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;7.4;
Peru;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;4;
Peru;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;7;
Peru;NARTD;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;100;
Peru;NARTD;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;4.9;
Peru;NARTD;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;6.9;
Peru;NARTD;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;4.4;
Peru;NARTD;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;6.3;
Peru;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.24;100;
Peru;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.24;3.1;
Peru;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.24;4.7;
Peru;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.24;2;
Peru;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.24;2.3;
Peru;TCCC;FMCG;Incidence vs FMCG;Modern Trade;MAT Q4.25;100;
Peru;TCCC;Colas;Incidence vs FMCG;Modern Trade;MAT Q4.25;3.1;
Peru;TCCC;Sabores;Incidence vs FMCG;Modern Trade;MAT Q4.25;4.3;
Peru;TCCC;RTDJ;Incidence vs FMCG;Modern Trade;MAT Q4.25;2.5;
Peru;TCCC;Water;Incidence vs FMCG;Modern Trade;MAT Q4.25;1.8;
Center Zone;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Center Zone;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.10916128756861007;
Center Zone;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.06552807616598737;
Center Zone;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.043789401848948764;
Center Zone;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.055424699849184564;
Center Zone;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Center Zone;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.11080244825451034;
Center Zone;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.07173469724394825;
Center Zone;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.04337864226842253;
Center Zone;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.060269181570446084;
Center Zone;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Center Zone;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.08042346643970627;
Center Zone;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.025588167028491624;
Center Zone;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.0076297150181990556;
Center Zone;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.009557755205572496;
Center Zone;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Center Zone;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;;
Center Zone;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;;
Center Zone;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;;
Center Zone;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;;
Guatemala;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Guatemala;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;16.3;
Guatemala;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;5.4;
Guatemala;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;5.4;
Guatemala;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;3.2;
Guatemala;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Guatemala;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;15;
Guatemala;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;4.9;
Guatemala;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;4.5;
Guatemala;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;4;
Guatemala;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Guatemala;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;15;
Guatemala;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;4.9;
Guatemala;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;4.5;
Guatemala;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;4;
Guatemala;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Guatemala;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;10.3;
Guatemala;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.6;
Guatemala;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.2;
Guatemala;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.4;
Costa Rica;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Costa Rica;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;13.6;
Costa Rica;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;5.5;
Costa Rica;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;5;
Costa Rica;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.2;
Costa Rica;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Costa Rica;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;12.6;
Costa Rica;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;6.5;
Costa Rica;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;5.1;
Costa Rica;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.2;
Costa Rica;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Costa Rica;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;12.6;
Costa Rica;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;6.5;
Costa Rica;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;5.1;
Costa Rica;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.2;
Costa Rica;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Costa Rica;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;8.5;
Costa Rica;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;3.7;
Costa Rica;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.7;
Costa Rica;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0;
Honduras;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Honduras;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;48.4;
Honduras;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;3.6;
Honduras;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;7.5;
Honduras;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;4.6;
Honduras;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Honduras;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;52.4;
Honduras;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;3.9;
Honduras;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;5.9;
Honduras;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;6;
Honduras;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Honduras;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;52.4;
Honduras;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;3.9;
Honduras;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;5.9;
Honduras;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;6;
Honduras;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Honduras;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;44.6;
Honduras;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1.5;
Honduras;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.1;
Honduras;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0;
Republica Dominicana;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Republica Dominicana;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;8.89;
Republica Dominicana;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;9.77;
Republica Dominicana;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;13.13;
Republica Dominicana;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;5.07;
Republica Dominicana;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Republica Dominicana;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;8.28;
Republica Dominicana;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;8.14;
Republica Dominicana;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;12.68;
Republica Dominicana;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;5.43;
Republica Dominicana;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Republica Dominicana;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;3.38;
Republica Dominicana;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;2.26;
Republica Dominicana;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.22;
Republica Dominicana;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.36;
Republica Dominicana;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Republica Dominicana;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;4.35;
Republica Dominicana;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;2.66;
Republica Dominicana;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.22;
Republica Dominicana;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.37;
Colombia;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Colombia;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;5.7;
Colombia;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;4.5;
Colombia;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;2.6;
Colombia;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;3.3;
Colombia;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Colombia;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;5.6;
Colombia;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;5.4;
Colombia;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;3.1;
Colombia;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;3.9;
Colombia;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Colombia;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;4.6;
Colombia;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.6;
Colombia;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.5;
Colombia;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;0.6;
Colombia;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Colombia;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;4.5;
Colombia;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.8;
Colombia;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.5;
Colombia;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;0.8;
Ecuador;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Ecuador;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;56.8;
Ecuador;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;19.5;
Ecuador;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;10.5;
Ecuador;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;23.7;
Ecuador;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Ecuador;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;48;
Ecuador;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;23.3;
Ecuador;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;9.7;
Ecuador;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;26.2;
Ecuador;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Ecuador;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;76.1;
Ecuador;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;15.3;
Ecuador;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;2.7;
Ecuador;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;4.5;
Ecuador;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Ecuador;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;69.5;
Ecuador;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;20.7;
Ecuador;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;3.8;
Ecuador;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;6.9;
Peru;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Peru;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;5.8;
Peru;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;7.1;
Peru;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;3.2;
Peru;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;6.8;
Peru;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Peru;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;6.2;
Peru;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;8.2;
Peru;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;3.6;
Peru;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;7;
Peru;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;100;
Peru;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;3.6;
Peru;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;4.1;
Peru;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;1.2;
Peru;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;1.5;
Peru;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;100;
Peru;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;3.9;
Peru;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;4.7;
Peru;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1.3;
Peru;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1.3;
Guatemala;NARTD;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.24;842959300;
Guatemala;NARTD;Colas;Incidence vs FMCG;T. Channels;MAT Q4.24;86844850;
Guatemala;NARTD;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.24;32675600;
Guatemala;NARTD;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.24;38865260;
Guatemala;NARTD;Water;Incidence vs FMCG;T. Channels;MAT Q4.24;74360100;
Guatemala;NARTD;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.25;942350800;
Guatemala;NARTD;Colas;Incidence vs FMCG;T. Channels;MAT Q4.25;84720900;
Guatemala;NARTD;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.25;31826460;
Guatemala;NARTD;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.25;38371570;
Guatemala;NARTD;Water;Incidence vs FMCG;T. Channels;MAT Q4.25;86426730;
Guatemala;TCCC;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.24;842959300;
Guatemala;TCCC;Colas;Incidence vs FMCG;T. Channels;MAT Q4.24;63595850;
Guatemala;TCCC;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.24;4769178;
Guatemala;TCCC;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.24;1579586;
Guatemala;TCCC;Water;Incidence vs FMCG;T. Channels;MAT Q4.24;1254457;
Guatemala;TCCC;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.25;942350800;
Guatemala;TCCC;Colas;Incidence vs FMCG;T. Channels;MAT Q4.25;59249580;
Guatemala;TCCC;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.25;5798086;
Guatemala;TCCC;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.25;1826868;
Guatemala;TCCC;Water;Incidence vs FMCG;T. Channels;MAT Q4.25;2311536;
Costa Rica;NARTD;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.24;292591100;
Costa Rica;NARTD;Colas;Incidence vs FMCG;T. Channels;MAT Q4.24;25329220;
Costa Rica;NARTD;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.24;13907590;
Costa Rica;NARTD;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.24;15507630;
Costa Rica;NARTD;Water;Incidence vs FMCG;T. Channels;MAT Q4.24;888687.8;
Costa Rica;NARTD;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.25;297058600;
Costa Rica;NARTD;Colas;Incidence vs FMCG;T. Channels;MAT Q4.25;22429230;
Costa Rica;NARTD;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.25;14448860;
Costa Rica;NARTD;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.25;14527190;
Costa Rica;NARTD;Water;Incidence vs FMCG;T. Channels;MAT Q4.25;1069228;
Costa Rica;TCCC;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.24;292591100;
Costa Rica;TCCC;Colas;Incidence vs FMCG;T. Channels;MAT Q4.24;17687830;
Costa Rica;TCCC;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.24;7722058;
Costa Rica;TCCC;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.24;2511144;
Costa Rica;TCCC;Water;Incidence vs FMCG;T. Channels;MAT Q4.24;19549.8;
Costa Rica;TCCC;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.25;297058600;
Costa Rica;TCCC;Colas;Incidence vs FMCG;T. Channels;MAT Q4.25;15213110;
Costa Rica;TCCC;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.25;8358442;
Costa Rica;TCCC;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.25;2273964;
Costa Rica;TCCC;Water;Incidence vs FMCG;T. Channels;MAT Q4.25;14018.5;
Honduras;NARTD;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.24;295472300;
Honduras;NARTD;Colas;Incidence vs FMCG;T. Channels;MAT Q4.24;95029940;
Honduras;NARTD;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.24;11898520;
Honduras;NARTD;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.24;20653470;
Honduras;NARTD;Water;Incidence vs FMCG;T. Channels;MAT Q4.24;42617790;
Honduras;NARTD;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.25;361028800;
Honduras;NARTD;Colas;Incidence vs FMCG;T. Channels;MAT Q4.25;117152500;
Honduras;NARTD;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.25;15178820;
Honduras;NARTD;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.25;19235890;
Honduras;NARTD;Water;Incidence vs FMCG;T. Channels;MAT Q4.25;48381830;
Honduras;TCCC;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.24;295472300;
Honduras;TCCC;Colas;Incidence vs FMCG;T. Channels;MAT Q4.24;78693560;
Honduras;TCCC;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.24;2622343;
Honduras;TCCC;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.24;1240105;
Honduras;TCCC;Water;Incidence vs FMCG;T. Channels;MAT Q4.24;195243.1;
Honduras;TCCC;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.25;361028800;
Honduras;TCCC;Colas;Incidence vs FMCG;T. Channels;MAT Q4.25;96368330;
Honduras;TCCC;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.25;4595356;
Honduras;TCCC;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.25;279634.2;
Honduras;TCCC;Water;Incidence vs FMCG;T. Channels;MAT Q4.25;243903.6;
Republica Dominicana;NARTD;FMCG;Incidence vs FMCG;T. Channels;MAT Q4.24;539490400;
Republica Dominicana;NARTD;Colas;Incidence vs FMCG;T. Channels;MAT Q4.24;35723620;
Republica Dominicana;NARTD;Sabores;Incidence vs FMCG;T. Channels;MAT Q4.24;40503900;
Republica Dominicana;NARTD;RTDJ;Incidence vs FMCG;T. Channels;MAT Q4.24;59814180;
